fips,adate,sutter_county,case_count,case_count_sex_f,case_count_low_ice,case_count_medicaid
6001,04041999,kpsc,21,19,9.5,9.5
6003,04041999,kpsc,20,18,9,9
6005,04041999,kpsc,23,21,10.5,10.5
6006,04041999,kpsc,19,17,8.5,8.5
6008,04041999,kpsc,19,17,8.5,8.5
6009,04041999,kpsc,21,19,9.5,9.5
6041,04041999,sutter,18,16,8,8
6001,04051999,kpsc,20,18,9,9
6003,04051999,kpsc,23,21,10.5,10.5
6005,04051999,kpsc,25,23,11.5,11.5
6006,04051999,kpsc,20,18,9,9
6008,04051999,kpsc,20,18,9,9
6009,04051999,kpsc,16,14,7,7
6041,04051999,sutter,21,19,9.5,9.5
6001,04061999,kpsc,18,16,8,8
6003,04061999,kpsc,20,18,9,9
6005,04061999,kpsc,21,19,9.5,9.5
6006,04061999,kpsc,17,15,7.5,7.5
6008,04061999,kpsc,23,21,10.5,10.5
6009,04061999,kpsc,21,19,9.5,9.5
6041,04061999,sutter,23,21,10.5,10.5
6001,04071999,kpsc,19,17,8.5,8.5
6003,04071999,kpsc,18,16,8,8
6005,04071999,kpsc,24,22,11,11
6006,04071999,kpsc,20,18,9,9
6008,04071999,kpsc,21,19,9.5,9.5
6009,04071999,kpsc,23,21,10.5,10.5
6041,04071999,sutter,20,18,9,9
6001,04081999,kpsc,21,19,9.5,9.5
6003,04081999,kpsc,21,19,9.5,9.5
6005,04081999,kpsc,17,15,7.5,7.5
6006,04081999,kpsc,20,18,9,9
6008,04081999,kpsc,18,16,8,8
6009,04081999,kpsc,23,21,10.5,10.5
6041,04081999,sutter,19,17,8.5,8.5
6001,04091999,kpsc,21,19,9.5,9.5
6003,04091999,kpsc,20,18,9,9
6005,04091999,kpsc,21,19,9.5,9.5
6006,04091999,kpsc,21,19,9.5,9.5
6008,04091999,kpsc,21,19,9.5,9.5
6009,04091999,kpsc,19,17,8.5,8.5
6041,04091999,sutter,20,18,9,9
6001,04101999,kpsc,18,16,8,8
6003,04101999,kpsc,19,17,8.5,8.5
6005,04101999,kpsc,22,20,10,10
6006,04101999,kpsc,21,19,9.5,9.5
6008,04101999,kpsc,20,18,9,9
6009,04101999,kpsc,19,17,8.5,8.5
6041,04101999,sutter,18,16,8,8
6001,04111999,kpsc,22,20,10,10
6003,04111999,kpsc,20,18,9,9
6005,04111999,kpsc,20,18,9,9
6006,04111999,kpsc,23,21,10.5,10.5
6008,04111999,kpsc,20,18,9,9
6009,04111999,kpsc,22,20,10,10
6041,04111999,sutter,16,14,7,7
6001,04121999,kpsc,21,19,9.5,9.5
6003,04121999,kpsc,23,21,10.5,10.5
6005,04121999,kpsc,19,17,8.5,8.5
6006,04121999,kpsc,21,19,9.5,9.5
6008,04121999,kpsc,20,18,9,9
6009,04121999,kpsc,20,18,9,9
6041,04121999,sutter,21,19,9.5,9.5
6001,04131999,kpsc,22,20,10,10
6003,04131999,kpsc,21,19,9.5,9.5
6005,04131999,kpsc,19,17,8.5,8.5
6006,04131999,kpsc,20,18,9,9
6008,04131999,kpsc,17,15,7.5,7.5
6009,04131999,kpsc,21,19,9.5,9.5
6041,04131999,sutter,21,19,9.5,9.5
6001,04141999,kpsc,19,17,8.5,8.5
6003,04141999,kpsc,20,18,9,9
6005,04141999,kpsc,20,18,9,9
6006,04141999,kpsc,20,18,9,9
6008,04141999,kpsc,20,18,9,9
6009,04141999,kpsc,24,22,11,11
6041,04141999,sutter,24,22,11,11
6001,04151999,kpsc,19,17,8.5,8.5
6003,04151999,kpsc,22,20,10,10
6005,04151999,kpsc,23,21,10.5,10.5
6006,04151999,kpsc,19,17,8.5,8.5
6008,04151999,kpsc,23,21,10.5,10.5
6009,04151999,kpsc,21,19,9.5,9.5
6041,04151999,sutter,22,20,10,10
6001,04161999,kpsc,24,22,11,11
6003,04161999,kpsc,21,19,9.5,9.5
6005,04161999,kpsc,22,20,10,10
6006,04161999,kpsc,22,20,10,10
6008,04161999,kpsc,21,19,9.5,9.5
6009,04161999,kpsc,18,16,8,8
6041,04161999,sutter,23,21,10.5,10.5
6001,04171999,kpsc,22,20,10,10
6003,04171999,kpsc,21,19,9.5,9.5
6005,04171999,kpsc,24,22,11,11
6006,04171999,kpsc,19,17,8.5,8.5
6008,04171999,kpsc,19,17,8.5,8.5
6009,04171999,kpsc,21,19,9.5,9.5
6041,04171999,sutter,17,15,7.5,7.5
6001,04181999,kpsc,20,18,9,9
6003,04181999,kpsc,20,18,9,9
6005,04181999,kpsc,23,21,10.5,10.5
6006,04181999,kpsc,18,16,8,8
6008,04181999,kpsc,20,18,9,9
6009,04181999,kpsc,18,16,8,8
6041,04181999,sutter,22,20,10,10
6001,04191999,kpsc,21,19,9.5,9.5
6003,04191999,kpsc,16,14,7,7
6005,04191999,kpsc,19,17,8.5,8.5
6006,04191999,kpsc,23,21,10.5,10.5
6008,04191999,kpsc,21,19,9.5,9.5
6009,04191999,kpsc,20,18,9,9
6041,04191999,sutter,21,19,9.5,9.5
6001,04201999,kpsc,20,18,9,9
6003,04201999,kpsc,22,20,10,10
6005,04201999,kpsc,21,19,9.5,9.5
6006,04201999,kpsc,18,16,8,8
6008,04201999,kpsc,22,20,10,10
6009,04201999,kpsc,19,17,8.5,8.5
6041,04201999,sutter,23,21,10.5,10.5
6001,04211999,kpsc,21,19,9.5,9.5
6003,04211999,kpsc,20,18,9,9
6005,04211999,kpsc,18,16,8,8
6006,04211999,kpsc,20,18,9,9
6008,04211999,kpsc,20,18,9,9
6009,04211999,kpsc,21,19,9.5,9.5
6041,04211999,sutter,21,19,9.5,9.5
6001,04221999,kpsc,20,18,9,9
6003,04221999,kpsc,22,20,10,10
6005,04221999,kpsc,22,20,10,10
6006,04221999,kpsc,20,18,9,9
6008,04221999,kpsc,21,19,9.5,9.5
6009,04221999,kpsc,21,19,9.5,9.5
6041,04221999,sutter,19,17,8.5,8.5
6001,04231999,kpsc,20,18,9,9
6003,04231999,kpsc,20,18,9,9
6005,04231999,kpsc,22,20,10,10
6006,04231999,kpsc,20,18,9,9
6008,04231999,kpsc,21,19,9.5,9.5
6009,04231999,kpsc,21,19,9.5,9.5
6041,04231999,sutter,22,20,10,10
6001,04241999,kpsc,23,21,10.5,10.5
6003,04241999,kpsc,15,13,6.5,6.5
6005,04241999,kpsc,20,18,9,9
6006,04241999,kpsc,20,18,9,9
6008,04241999,kpsc,18,16,8,8
6009,04241999,kpsc,22,20,10,10
6041,04241999,sutter,21,19,9.5,9.5
6001,04251999,kpsc,18,16,8,8
6003,04251999,kpsc,18,16,8,8
6005,04251999,kpsc,20,18,9,9
6006,04251999,kpsc,18,16,8,8
6008,04251999,kpsc,21,19,9.5,9.5
6009,04251999,kpsc,17,15,7.5,7.5
6041,04251999,sutter,19,17,8.5,8.5
6001,04261999,kpsc,23,21,10.5,10.5
6003,04261999,kpsc,25,23,11.5,11.5
6005,04261999,kpsc,21,19,9.5,9.5
6006,04261999,kpsc,22,20,10,10
6008,04261999,kpsc,23,21,10.5,10.5
6009,04261999,kpsc,21,19,9.5,9.5
6041,04261999,sutter,18,16,8,8
6001,04271999,kpsc,19,17,8.5,8.5
6003,04271999,kpsc,19,17,8.5,8.5
6005,04271999,kpsc,18,16,8,8
6006,04271999,kpsc,16,14,7,7
6008,04271999,kpsc,20,18,9,9
6009,04271999,kpsc,19,17,8.5,8.5
6041,04271999,sutter,20,18,9,9
6001,04281999,kpsc,17,15,7.5,7.5
6003,04281999,kpsc,21,19,9.5,9.5
6005,04281999,kpsc,21,19,9.5,9.5
6006,04281999,kpsc,19,17,8.5,8.5
6008,04281999,kpsc,20,18,9,9
6009,04281999,kpsc,19,17,8.5,8.5
6041,04281999,sutter,20,18,9,9
6001,04291999,kpsc,18,16,8,8
6003,04291999,kpsc,21,19,9.5,9.5
6005,04291999,kpsc,18,16,8,8
6006,04291999,kpsc,22,20,10,10
6008,04291999,kpsc,22,20,10,10
6009,04291999,kpsc,19,17,8.5,8.5
6041,04291999,sutter,22,20,10,10
6001,04301999,kpsc,20,18,9,9
6003,04301999,kpsc,16,14,7,7
6005,04301999,kpsc,20,18,9,9
6006,04301999,kpsc,18,16,8,8
6008,04301999,kpsc,18,16,8,8
6009,04301999,kpsc,23,21,10.5,10.5
6041,04301999,sutter,20,18,9,9
6001,05011999,kpsc,23,21,10.5,10.5
6003,05011999,kpsc,19,17,8.5,8.5
6005,05011999,kpsc,20,18,9,9
6006,05011999,kpsc,20,18,9,9
6008,05011999,kpsc,19,17,8.5,8.5
6009,05011999,kpsc,19,17,8.5,8.5
6041,05011999,sutter,21,19,9.5,9.5
6001,05021999,kpsc,18,16,8,8
6003,05021999,kpsc,22,20,10,10
6005,05021999,kpsc,16,14,7,7
6006,05021999,kpsc,17,15,7.5,7.5
6008,05021999,kpsc,18,16,8,8
6009,05021999,kpsc,19,17,8.5,8.5
6041,05021999,sutter,21,19,9.5,9.5
6001,05031999,kpsc,16,14,7,7
6003,05031999,kpsc,20,18,9,9
6005,05031999,kpsc,19,17,8.5,8.5
6006,05031999,kpsc,23,21,10.5,10.5
6008,05031999,kpsc,22,20,10,10
6009,05031999,kpsc,21,19,9.5,9.5
6041,05031999,sutter,18,16,8,8
6001,05041999,kpsc,18,16,8,8
6003,05041999,kpsc,19,17,8.5,8.5
6005,05041999,kpsc,22,20,10,10
6006,05041999,kpsc,22,20,10,10
6008,05041999,kpsc,20,18,9,9
6009,05041999,kpsc,18,16,8,8
6041,05041999,sutter,21,19,9.5,9.5
6001,05051999,kpsc,19,17,8.5,8.5
6003,05051999,kpsc,20,18,9,9
6005,05051999,kpsc,19,17,8.5,8.5
6006,05051999,kpsc,20,18,9,9
6008,05051999,kpsc,21,19,9.5,9.5
6009,05051999,kpsc,20,18,9,9
6041,05051999,sutter,19,17,8.5,8.5
6001,05061999,kpsc,20,18,9,9
6003,05061999,kpsc,17,15,7.5,7.5
6005,05061999,kpsc,19,17,8.5,8.5
6006,05061999,kpsc,19,17,8.5,8.5
6008,05061999,kpsc,20,18,9,9
6009,05061999,kpsc,17,15,7.5,7.5
6041,05061999,sutter,18,16,8,8
6001,05071999,kpsc,20,18,9,9
6003,05071999,kpsc,19,17,8.5,8.5
6005,05071999,kpsc,21,19,9.5,9.5
6006,05071999,kpsc,19,17,8.5,8.5
6008,05071999,kpsc,20,18,9,9
6009,05071999,kpsc,20,18,9,9
6041,05071999,sutter,18,16,8,8
6001,05081999,kpsc,19,17,8.5,8.5
6003,05081999,kpsc,19,17,8.5,8.5
6005,05081999,kpsc,18,16,8,8
6006,05081999,kpsc,20,18,9,9
6008,05081999,kpsc,19,17,8.5,8.5
6009,05081999,kpsc,20,18,9,9
6041,05081999,sutter,19,17,8.5,8.5
6001,05091999,kpsc,19,17,8.5,8.5
6003,05091999,kpsc,19,17,8.5,8.5
6005,05091999,kpsc,20,18,9,9
6006,05091999,kpsc,20,18,9,9
6008,05091999,kpsc,18,16,8,8
6009,05091999,kpsc,20,18,9,9
6041,05091999,sutter,19,17,8.5,8.5
6001,05101999,kpsc,20,18,9,9
6003,05101999,kpsc,19,17,8.5,8.5
6005,05101999,kpsc,21,19,9.5,9.5
6006,05101999,kpsc,24,22,11,11
6008,05101999,kpsc,20,18,9,9
6009,05101999,kpsc,22,20,10,10
6041,05101999,sutter,20,18,9,9
6001,05111999,kpsc,19,17,8.5,8.5
6003,05111999,kpsc,17,15,7.5,7.5
6005,05111999,kpsc,17,15,7.5,7.5
6006,05111999,kpsc,23,21,10.5,10.5
6008,05111999,kpsc,25,23,11.5,11.5
6009,05111999,kpsc,19,17,8.5,8.5
6041,05111999,sutter,19,17,8.5,8.5
6001,05121999,kpsc,17,15,7.5,7.5
6003,05121999,kpsc,22,20,10,10
6005,05121999,kpsc,20,18,9,9
6006,05121999,kpsc,19,17,8.5,8.5
6008,05121999,kpsc,17,15,7.5,7.5
6009,05121999,kpsc,22,20,10,10
6041,05121999,sutter,20,18,9,9
6001,05131999,kpsc,21,19,9.5,9.5
6003,05131999,kpsc,20,18,9,9
6005,05131999,kpsc,22,20,10,10
6006,05131999,kpsc,20,18,9,9
6008,05131999,kpsc,21,19,9.5,9.5
6009,05131999,kpsc,21,19,9.5,9.5
6041,05131999,sutter,19,17,8.5,8.5
6001,05141999,kpsc,19,17,8.5,8.5
6003,05141999,kpsc,16,14,7,7
6005,05141999,kpsc,23,21,10.5,10.5
6006,05141999,kpsc,18,16,8,8
6008,05141999,kpsc,18,16,8,8
6009,05141999,kpsc,19,17,8.5,8.5
6041,05141999,sutter,19,17,8.5,8.5
6001,05151999,kpsc,22,20,10,10
6003,05151999,kpsc,20,18,9,9
6005,05151999,kpsc,21,19,9.5,9.5
6006,05151999,kpsc,19,17,8.5,8.5
6008,05151999,kpsc,17,15,7.5,7.5
6009,05151999,kpsc,22,20,10,10
6041,05151999,sutter,18,16,8,8
6001,05161999,kpsc,22,20,10,10
6003,05161999,kpsc,20,18,9,9
6005,05161999,kpsc,17,15,7.5,7.5
6006,05161999,kpsc,20,18,9,9
6008,05161999,kpsc,19,17,8.5,8.5
6009,05161999,kpsc,19,17,8.5,8.5
6041,05161999,sutter,18,16,8,8
6001,05171999,kpsc,20,18,9,9
6003,05171999,kpsc,22,20,10,10
6005,05171999,kpsc,20,18,9,9
6006,05171999,kpsc,18,16,8,8
6008,05171999,kpsc,19,17,8.5,8.5
6009,05171999,kpsc,19,17,8.5,8.5
6041,05171999,sutter,20,18,9,9
6001,05181999,kpsc,17,15,7.5,7.5
6003,05181999,kpsc,20,18,9,9
6005,05181999,kpsc,18,16,8,8
6006,05181999,kpsc,22,20,10,10
6008,05181999,kpsc,20,18,9,9
6009,05181999,kpsc,19,17,8.5,8.5
6041,05181999,sutter,17,15,7.5,7.5
6001,05191999,kpsc,23,21,10.5,10.5
6003,05191999,kpsc,20,18,9,9
6005,05191999,kpsc,20,18,9,9
6006,05191999,kpsc,19,17,8.5,8.5
6008,05191999,kpsc,20,18,9,9
6009,05191999,kpsc,18,16,8,8
6041,05191999,sutter,22,20,10,10
6001,05201999,kpsc,20,18,9,9
6003,05201999,kpsc,22,20,10,10
6005,05201999,kpsc,21,19,9.5,9.5
6006,05201999,kpsc,21,19,9.5,9.5
6008,05201999,kpsc,17,15,7.5,7.5
6009,05201999,kpsc,22,20,10,10
6041,05201999,sutter,18,16,8,8
6001,05211999,kpsc,20,18,9,9
6003,05211999,kpsc,25,23,11.5,11.5
6005,05211999,kpsc,24,22,11,11
6006,05211999,kpsc,26,24,12,12
6008,05211999,kpsc,19,17,8.5,8.5
6009,05211999,kpsc,20,18,9,9
6041,05211999,sutter,17,15,7.5,7.5
6001,05221999,kpsc,17,15,7.5,7.5
6003,05221999,kpsc,20,18,9,9
6005,05221999,kpsc,21,19,9.5,9.5
6006,05221999,kpsc,23,21,10.5,10.5
6008,05221999,kpsc,22,20,10,10
6009,05221999,kpsc,23,21,10.5,10.5
6041,05221999,sutter,20,18,9,9
6001,05231999,kpsc,24,22,11,11
6003,05231999,kpsc,19,17,8.5,8.5
6005,05231999,kpsc,16,14,7,7
6006,05231999,kpsc,24,22,11,11
6008,05231999,kpsc,16,14,7,7
6009,05231999,kpsc,22,20,10,10
6041,05231999,sutter,16,14,7,7
6001,05241999,kpsc,24,22,11,11
6003,05241999,kpsc,19,17,8.5,8.5
6005,05241999,kpsc,17,15,7.5,7.5
6006,05241999,kpsc,21,19,9.5,9.5
6008,05241999,kpsc,19,17,8.5,8.5
6009,05241999,kpsc,19,17,8.5,8.5
6041,05241999,sutter,19,17,8.5,8.5
6001,05251999,kpsc,20,18,9,9
6003,05251999,kpsc,21,19,9.5,9.5
6005,05251999,kpsc,18,16,8,8
6006,05251999,kpsc,17,15,7.5,7.5
6008,05251999,kpsc,23,21,10.5,10.5
6009,05251999,kpsc,17,15,7.5,7.5
6041,05251999,sutter,24,22,11,11
6001,05261999,kpsc,19,17,8.5,8.5
6003,05261999,kpsc,20,18,9,9
6005,05261999,kpsc,19,17,8.5,8.5
6006,05261999,kpsc,21,19,9.5,9.5
6008,05261999,kpsc,20,18,9,9
6009,05261999,kpsc,18,16,8,8
6041,05261999,sutter,21,19,9.5,9.5
6001,05271999,kpsc,19,17,8.5,8.5
6003,05271999,kpsc,21,19,9.5,9.5
6005,05271999,kpsc,19,17,8.5,8.5
6006,05271999,kpsc,20,18,9,9
6008,05271999,kpsc,24,22,11,11
6009,05271999,kpsc,19,17,8.5,8.5
6041,05271999,sutter,18,16,8,8
6001,05281999,kpsc,20,18,9,9
6003,05281999,kpsc,20,18,9,9
6005,05281999,kpsc,18,16,8,8
6006,05281999,kpsc,18,16,8,8
6008,05281999,kpsc,23,21,10.5,10.5
6009,05281999,kpsc,22,20,10,10
6041,05281999,sutter,20,18,9,9
6001,05291999,kpsc,19,17,8.5,8.5
6003,05291999,kpsc,22,20,10,10
6005,05291999,kpsc,20,18,9,9
6006,05291999,kpsc,19,17,8.5,8.5
6008,05291999,kpsc,21,19,9.5,9.5
6009,05291999,kpsc,21,19,9.5,9.5
6041,05291999,sutter,20,18,9,9
6001,05301999,kpsc,21,19,9.5,9.5
6003,05301999,kpsc,20,18,9,9
6005,05301999,kpsc,19,17,8.5,8.5
6006,05301999,kpsc,23,21,10.5,10.5
6008,05301999,kpsc,16,14,7,7
6009,05301999,kpsc,20,18,9,9
6041,05301999,sutter,19,17,8.5,8.5
6001,05311999,kpsc,19,17,8.5,8.5
6003,05311999,kpsc,20,18,9,9
6005,05311999,kpsc,18,16,8,8
6006,05311999,kpsc,21,19,9.5,9.5
6008,05311999,kpsc,18,16,8,8
6009,05311999,kpsc,22,20,10,10
6041,05311999,sutter,19,17,8.5,8.5
6001,06011999,kpsc,22,20,10,10
6003,06011999,kpsc,20,18,9,9
6005,06011999,kpsc,14,12,6,6
6006,06011999,kpsc,23,21,10.5,10.5
6008,06011999,kpsc,23,21,10.5,10.5
6009,06011999,kpsc,19,17,8.5,8.5
6041,06011999,sutter,22,20,10,10
6001,06021999,kpsc,21,19,9.5,9.5
6003,06021999,kpsc,22,20,10,10
6005,06021999,kpsc,17,15,7.5,7.5
6006,06021999,kpsc,17,15,7.5,7.5
6008,06021999,kpsc,17,15,7.5,7.5
6009,06021999,kpsc,22,20,10,10
6041,06021999,sutter,21,19,9.5,9.5
6001,06031999,kpsc,23,21,10.5,10.5
6003,06031999,kpsc,17,15,7.5,7.5
6005,06031999,kpsc,18,16,8,8
6006,06031999,kpsc,21,19,9.5,9.5
6008,06031999,kpsc,18,16,8,8
6009,06031999,kpsc,19,17,8.5,8.5
6041,06031999,sutter,19,17,8.5,8.5
6001,06041999,kpsc,22,20,10,10
6003,06041999,kpsc,18,16,8,8
6005,06041999,kpsc,20,18,9,9
6006,06041999,kpsc,21,19,9.5,9.5
6008,06041999,kpsc,21,19,9.5,9.5
6009,06041999,kpsc,23,21,10.5,10.5
6041,06041999,sutter,20,18,9,9
6001,06051999,kpsc,19,17,8.5,8.5
6003,06051999,kpsc,20,18,9,9
6005,06051999,kpsc,18,16,8,8
6006,06051999,kpsc,21,19,9.5,9.5
6008,06051999,kpsc,23,21,10.5,10.5
6009,06051999,kpsc,23,21,10.5,10.5
6041,06051999,sutter,18,16,8,8
6001,06061999,kpsc,18,16,8,8
6003,06061999,kpsc,19,17,8.5,8.5
6005,06061999,kpsc,20,18,9,9
6006,06061999,kpsc,20,18,9,9
6008,06061999,kpsc,16,14,7,7
6009,06061999,kpsc,19,17,8.5,8.5
6041,06061999,sutter,21,19,9.5,9.5
6001,06071999,kpsc,22,20,10,10
6003,06071999,kpsc,23,21,10.5,10.5
6005,06071999,kpsc,21,19,9.5,9.5
6006,06071999,kpsc,18,16,8,8
6008,06071999,kpsc,20,18,9,9
6009,06071999,kpsc,20,18,9,9
6041,06071999,sutter,21,19,9.5,9.5
6001,06081999,kpsc,22,20,10,10
6003,06081999,kpsc,21,19,9.5,9.5
6005,06081999,kpsc,16,14,7,7
6006,06081999,kpsc,22,20,10,10
6008,06081999,kpsc,22,20,10,10
6009,06081999,kpsc,22,20,10,10
6041,06081999,sutter,18,16,8,8
6001,06091999,kpsc,19,17,8.5,8.5
6003,06091999,kpsc,20,18,9,9
6005,06091999,kpsc,18,16,8,8
6006,06091999,kpsc,17,15,7.5,7.5
6008,06091999,kpsc,23,21,10.5,10.5
6009,06091999,kpsc,19,17,8.5,8.5
6041,06091999,sutter,21,19,9.5,9.5
6001,06101999,kpsc,21,19,9.5,9.5
6003,06101999,kpsc,19,17,8.5,8.5
6005,06101999,kpsc,20,18,9,9
6006,06101999,kpsc,15,13,6.5,6.5
6008,06101999,kpsc,20,18,9,9
6009,06101999,kpsc,22,20,10,10
6041,06101999,sutter,19,17,8.5,8.5
6001,06111999,kpsc,20,18,9,9
6003,06111999,kpsc,18,16,8,8
6005,06111999,kpsc,22,20,10,10
6006,06111999,kpsc,21,19,9.5,9.5
6008,06111999,kpsc,18,16,8,8
6009,06111999,kpsc,20,18,9,9
6041,06111999,sutter,19,17,8.5,8.5
6001,06121999,kpsc,22,20,10,10
6003,06121999,kpsc,18,16,8,8
6005,06121999,kpsc,20,18,9,9
6006,06121999,kpsc,21,19,9.5,9.5
6008,06121999,kpsc,21,19,9.5,9.5
6009,06121999,kpsc,19,17,8.5,8.5
6041,06121999,sutter,23,21,10.5,10.5
6001,06131999,kpsc,22,20,10,10
6003,06131999,kpsc,23,21,10.5,10.5
6005,06131999,kpsc,17,15,7.5,7.5
6006,06131999,kpsc,19,17,8.5,8.5
6008,06131999,kpsc,19,17,8.5,8.5
6009,06131999,kpsc,18,16,8,8
6041,06131999,sutter,16,14,7,7
6001,06141999,kpsc,19,17,8.5,8.5
6003,06141999,kpsc,18,16,8,8
6005,06141999,kpsc,18,16,8,8
6006,06141999,kpsc,20,18,9,9
6008,06141999,kpsc,18,16,8,8
6009,06141999,kpsc,17,15,7.5,7.5
6041,06141999,sutter,20,18,9,9
6001,06151999,kpsc,19,17,8.5,8.5
6003,06151999,kpsc,22,20,10,10
6005,06151999,kpsc,18,16,8,8
6006,06151999,kpsc,19,17,8.5,8.5
6008,06151999,kpsc,21,19,9.5,9.5
6009,06151999,kpsc,17,15,7.5,7.5
6041,06151999,sutter,22,20,10,10
6001,06161999,kpsc,21,19,9.5,9.5
6003,06161999,kpsc,20,18,9,9
6005,06161999,kpsc,22,20,10,10
6006,06161999,kpsc,22,20,10,10
6008,06161999,kpsc,20,18,9,9
6009,06161999,kpsc,21,19,9.5,9.5
6041,06161999,sutter,19,17,8.5,8.5
6001,06171999,kpsc,18,16,8,8
6003,06171999,kpsc,18,16,8,8
6005,06171999,kpsc,21,19,9.5,9.5
6006,06171999,kpsc,22,20,10,10
6008,06171999,kpsc,21,19,9.5,9.5
6009,06171999,kpsc,18,16,8,8
6041,06171999,sutter,20,18,9,9
6001,06181999,kpsc,19,17,8.5,8.5
6003,06181999,kpsc,20,18,9,9
6005,06181999,kpsc,18,16,8,8
6006,06181999,kpsc,22,20,10,10
6008,06181999,kpsc,22,20,10,10
6009,06181999,kpsc,21,19,9.5,9.5
6041,06181999,sutter,18,16,8,8
6001,06191999,kpsc,21,19,9.5,9.5
6003,06191999,kpsc,19,17,8.5,8.5
6005,06191999,kpsc,23,21,10.5,10.5
6006,06191999,kpsc,19,17,8.5,8.5
6008,06191999,kpsc,16,14,7,7
6009,06191999,kpsc,21,19,9.5,9.5
6041,06191999,sutter,21,19,9.5,9.5
6001,06201999,kpsc,20,18,9,9
6003,06201999,kpsc,17,15,7.5,7.5
6005,06201999,kpsc,15,13,6.5,6.5
6006,06201999,kpsc,18,16,8,8
6008,06201999,kpsc,19,17,8.5,8.5
6009,06201999,kpsc,21,19,9.5,9.5
6041,06201999,sutter,18,16,8,8
6001,06211999,kpsc,16,14,7,7
6003,06211999,kpsc,19,17,8.5,8.5
6005,06211999,kpsc,21,19,9.5,9.5
6006,06211999,kpsc,20,18,9,9
6008,06211999,kpsc,22,20,10,10
6009,06211999,kpsc,21,19,9.5,9.5
6041,06211999,sutter,22,20,10,10
6001,06221999,kpsc,19,17,8.5,8.5
6003,06221999,kpsc,20,18,9,9
6005,06221999,kpsc,22,20,10,10
6006,06221999,kpsc,21,19,9.5,9.5
6008,06221999,kpsc,22,20,10,10
6009,06221999,kpsc,21,19,9.5,9.5
6041,06221999,sutter,17,15,7.5,7.5
6001,06231999,kpsc,20,18,9,9
6003,06231999,kpsc,17,15,7.5,7.5
6005,06231999,kpsc,21,19,9.5,9.5
6006,06231999,kpsc,17,15,7.5,7.5
6008,06231999,kpsc,18,16,8,8
6009,06231999,kpsc,20,18,9,9
6041,06231999,sutter,21,19,9.5,9.5
6001,06241999,kpsc,18,16,8,8
6003,06241999,kpsc,18,16,8,8
6005,06241999,kpsc,18,16,8,8
6006,06241999,kpsc,19,17,8.5,8.5
6008,06241999,kpsc,21,19,9.5,9.5
6009,06241999,kpsc,20,18,9,9
6041,06241999,sutter,19,17,8.5,8.5
6001,06251999,kpsc,19,17,8.5,8.5
6003,06251999,kpsc,21,19,9.5,9.5
6005,06251999,kpsc,21,19,9.5,9.5
6006,06251999,kpsc,22,20,10,10
6008,06251999,kpsc,17,15,7.5,7.5
6009,06251999,kpsc,20,18,9,9
6041,06251999,sutter,19,17,8.5,8.5
6001,06261999,kpsc,18,16,8,8
6003,06261999,kpsc,18,16,8,8
6005,06261999,kpsc,19,17,8.5,8.5
6006,06261999,kpsc,22,20,10,10
6008,06261999,kpsc,20,18,9,9
6009,06261999,kpsc,23,21,10.5,10.5
6041,06261999,sutter,17,15,7.5,7.5
6001,06271999,kpsc,16,14,7,7
6003,06271999,kpsc,23,21,10.5,10.5
6005,06271999,kpsc,21,19,9.5,9.5
6006,06271999,kpsc,18,16,8,8
6008,06271999,kpsc,21,19,9.5,9.5
6009,06271999,kpsc,19,17,8.5,8.5
6041,06271999,sutter,17,15,7.5,7.5
6001,06281999,kpsc,20,18,9,9
6003,06281999,kpsc,24,22,11,11
6005,06281999,kpsc,20,18,9,9
6006,06281999,kpsc,19,17,8.5,8.5
6008,06281999,kpsc,19,17,8.5,8.5
6009,06281999,kpsc,20,18,9,9
6041,06281999,sutter,21,19,9.5,9.5
6001,06291999,kpsc,20,18,9,9
6003,06291999,kpsc,15,13,6.5,6.5
6005,06291999,kpsc,14,12,6,6
6006,06291999,kpsc,20,18,9,9
6008,06291999,kpsc,18,16,8,8
6009,06291999,kpsc,18,16,8,8
6041,06291999,sutter,19,17,8.5,8.5
6001,06301999,kpsc,21,19,9.5,9.5
6003,06301999,kpsc,25,23,11.5,11.5
6005,06301999,kpsc,18,16,8,8
6006,06301999,kpsc,23,21,10.5,10.5
6008,06301999,kpsc,21,19,9.5,9.5
6009,06301999,kpsc,22,20,10,10
6041,06301999,sutter,20,18,9,9
6001,07011999,kpsc,20,18,9,9
6003,07011999,kpsc,19,17,8.5,8.5
6005,07011999,kpsc,22,20,10,10
6006,07011999,kpsc,16,14,7,7
6008,07011999,kpsc,23,21,10.5,10.5
6009,07011999,kpsc,20,18,9,9
6041,07011999,sutter,19,17,8.5,8.5
6001,07021999,kpsc,21,19,9.5,9.5
6003,07021999,kpsc,20,18,9,9
6005,07021999,kpsc,20,18,9,9
6006,07021999,kpsc,15,13,6.5,6.5
6008,07021999,kpsc,20,18,9,9
6009,07021999,kpsc,22,20,10,10
6041,07021999,sutter,18,16,8,8
6001,07031999,kpsc,22,20,10,10
6003,07031999,kpsc,20,18,9,9
6005,07031999,kpsc,19,17,8.5,8.5
6006,07031999,kpsc,19,17,8.5,8.5
6008,07031999,kpsc,25,23,11.5,11.5
6009,07031999,kpsc,19,17,8.5,8.5
6041,07031999,sutter,19,17,8.5,8.5
6001,07041999,kpsc,18,16,8,8
6003,07041999,kpsc,20,18,9,9
